sensorid,time,pm1
CU-S0032,08-08-18,
CU-S0032,09-08-18,
CU-S0032,10-08-18,
CU-S0032,11-08-18,
CU-S0032,12-08-18,
CU-S0032,13-08-18,
CU-S0032,14-08-18,
CU-S0032,15-08-18,
CU-S0032,16-08-18,
CU-S0032,17-08-18,
CU-S0032,18-08-18,
CU-S0032,19-08-18,
CU-S0032,20-08-18,
CU-S0032,21-08-18,
CU-S0032,22-08-18,
CU-S0032,23-08-18,
CU-S0032,24-08-18,
CU-S0032,25-08-18,
CU-S0032,26-08-18,
CU-S0032,27-08-18,
CU-S0032,28-08-18,
CU-S0032,29-08-18,
CU-S0032,30-08-18,
CU-S0032,31-08-18,
CU-S0032,01-09-18,
CU-S0032,02-09-18,
CU-S0032,03-09-18,
CU-S0032,04-09-18,
CU-S0032,05-09-18,
CU-S0032,06-09-18,
CU-S0032,07-09-18,
CU-S0032,08-09-18,
CU-S0032,09-09-18,
CU-S0032,10-09-18,
CU-S0032,11-09-18,
CU-S0032,12-09-18,
CU-S0032,13-09-18,
CU-S0032,14-09-18,
CU-S0032,15-09-18,
CU-S0032,16-09-18,
CU-S0032,17-09-18,
CU-S0032,18-09-18,
CU-S0032,19-09-18,
CU-S0032,20-09-18,
CU-S0032,21-09-18,
CU-S0032,22-09-18,
CU-S0032,23-09-18,
CU-S0032,24-09-18,
CU-S0032,25-09-18,
CU-S0032,26-09-18,
CU-S0032,27-09-18,
CU-S0032,28-09-18,
CU-S0032,29-09-18,
CU-S0033,31-01-18,
CU-S0033,01-02-18,
CU-S0033,02-02-18,
CU-S0033,03-02-18,
CU-S0033,04-02-18,
CU-S0033,05-02-18,
CU-S0033,06-02-18,
CU-S0033,07-02-18,34.51127372
CU-S0033,08-02-18,43.62888889
CU-S0033,09-02-18,
CU-S0033,10-02-18,
CU-S0033,11-02-18,
CU-S0033,12-02-18,22.36
CU-S0033,13-02-18,26.16
CU-S0033,14-02-18,33.45384615
CU-S0033,15-02-18,35.324947
CU-S0033,16-02-18,25.92138889
CU-S0033,17-02-18,31.32413793
CU-S0033,18-02-18,
CU-S0033,19-02-18,40.68034483
CU-S0033,20-02-18,39.50336842
CU-S0033,21-02-18,35.498223
CU-S0033,22-02-18,20.24494774
CU-S0033,23-02-18,14.26463415
CU-S0033,24-02-18,15.871777
CU-S0033,25-02-18,22.89701389
CU-S0033,26-02-18,17.32508711
CU-S0033,27-02-18,21.24784722
CU-S0033,28-02-18,29.93519164
CU-S0033,01-03-18,29.03715278
CU-S0033,02-03-18,27.44340351
CU-S0033,03-03-18,30.93333333
CU-S0033,04-03-18,
CU-S0033,05-03-18,
CU-S0033,06-03-18,53.77857708
CU-S0033,07-03-18,71.894947
CU-S0033,08-03-18,44.70804196
CU-S0033,09-03-18,15.82083333
CU-S0033,10-03-18,22.67552448
CU-S0033,11-03-18,46.58595819
CU-S0033,12-03-18,59.10442623
CU-S0033,13-03-18,32.37921569
CU-S0033,14-03-18,48.96042105
CU-S0033,15-03-18,58.5984375
CU-S0033,16-03-18,53.00416667
CU-S0033,17-03-18,51.24216028
CU-S0033,18-03-18,57.58066202
CU-S0033,19-03-18,61.68699301
CU-S0033,20-03-18,69.67762238
CU-S0033,21-03-18,47.68606272
CU-S0033,22-03-18,51.70672474
CU-S0033,23-03-18,66.8202439
CU-S0033,24-03-18,80.22272727
CU-S0033,25-03-18,66.30902778
CU-S0033,26-03-18,59.57407407
CU-S0033,27-03-18,32.96961353
CU-S0033,28-03-18,41.83617544
CU-S0033,29-03-18,48.14498233
CU-S0033,30-03-18,53.54666667
CU-S0033,31-03-18,39.376
CU-S0033,01-04-18,32.41820144
CU-S0033,02-04-18,33.19930556
CU-S0033,03-04-18,32.54055944
CU-S0033,04-04-18,34.3175814
CU-S0033,05-04-18,24.35296703
CU-S0033,06-04-18,23.63529412
CU-S0033,07-04-18,6.98415493
CU-S0033,08-04-18,18.98439024
CU-S0033,09-04-18,28.94545455
CU-S0033,10-04-18,49.71450704
CU-S0033,11-04-18,63.79631579
CU-S0033,12-04-18,58.99743719
CU-S0033,13-04-18,
CU-S0033,14-04-18,90.27152709
CU-S0033,15-04-18,55.35658537
CU-S0033,16-04-18,22.65539007
CU-S0033,17-04-18,10.44314516
CU-S0033,18-04-18,14.73384615
CU-S0033,19-04-18,23.29895833
CU-S0033,20-04-18,27.58298611
CU-S0033,21-04-18,37.79119718
CU-S0033,22-04-18,43.63823529
CU-S0033,23-04-18,62.70893048
CU-S0033,24-04-18,75.80573944
CU-S0033,25-04-18,72.47948718
CU-S0033,26-04-18,
CU-S0033,27-04-18,13.95851351
CU-S0033,28-04-18,13.41573944
CU-S0033,29-04-18,7.539649123
CU-S0033,30-04-18,5.118055556
CU-S0033,01-05-18,5.67184669
CU-S0033,02-05-18,2.058292683
CU-S0033,03-05-18,4.666631579
CU-S0033,04-05-18,5.907291667
CU-S0033,05-05-18,7.079513889
CU-S0033,06-05-18,13.17662021
CU-S0033,07-05-18,20.68055556
CU-S0033,08-05-18,25.47619048
CU-S0033,09-05-18,25.582
CU-S0033,10-05-18,23.61916667
CU-S0033,11-05-18,15.92759804
CU-S0033,12-05-18,18.14791667
CU-S0033,13-05-18,
CU-S0033,14-05-18,20.6895122
CU-S0033,15-05-18,
CU-S0033,16-05-18,
CU-S0033,17-05-18,7.284375
CU-S0033,18-05-18,7.408873239
CU-S0033,19-05-18,8.692674419
CU-S0033,20-05-18,11.74011696
CU-S0033,21-05-18,12.32472222
CU-S0033,22-05-18,11.35491803
CU-S0033,23-05-18,11.42537736
CU-S0033,24-05-18,8.95035461
CU-S0033,25-05-18,12.38164948
CU-S0033,26-05-18,6.078324873
CU-S0033,27-05-18,3.941139896
CU-S0033,28-05-18,3.52057971
CU-S0033,29-05-18,2.554411765
CU-S0033,30-05-18,6.229945055
CU-S0033,31-05-18,4.248247423
CU-S0033,01-06-18,5.783413174
CU-S0033,02-06-18,8.894371257
CU-S0033,03-06-18,13.2576
CU-S0033,04-06-18,6.804527027
CU-S0033,05-06-18,8.70884058
CU-S0033,06-06-18,6.918152174
CU-S0033,07-06-18,6.134285714
CU-S0033,08-06-18,
CU-S0033,09-06-18,
CU-S0033,10-06-18,
CU-S0033,11-06-18,
CU-S0033,12-06-18,
CU-S0033,13-06-18,
CU-S0033,14-06-18,
CU-S0033,15-06-18,
CU-S0033,16-06-18,
CU-S0033,17-06-18,
CU-S0033,18-06-18,
CU-S0033,19-06-18,
CU-S0033,20-06-18,
CU-S0033,21-06-18,
CU-S0033,22-06-18,
CU-S0033,23-06-18,
CU-S0033,24-06-18,
CU-S0033,25-06-18,
CU-S0033,26-06-18,
CU-S0033,27-06-18,
CU-S0033,28-06-18,
CU-S0033,29-06-18,
CU-S0033,30-06-18,
CU-S0033,01-07-18,
CU-S0033,02-07-18,
CU-S0033,03-07-18,
CU-S0033,04-07-18,
CU-S0033,05-07-18,
CU-S0033,06-07-18,
CU-S0033,07-07-18,
CU-S0033,08-07-18,
CU-S0033,09-07-18,
CU-S0033,10-07-18,
CU-S0033,11-07-18,
CU-S0033,12-07-18,
CU-S0033,13-07-18,
CU-S0033,14-07-18,
CU-S0033,15-07-18,
CU-S0033,16-07-18,
CU-S0033,17-07-18,
CU-S0033,18-07-18,
CU-S0033,19-07-18,
CU-S0033,20-07-18,
CU-S0033,21-07-18,
CU-S0033,22-07-18,
CU-S0033,23-07-18,
CU-S0033,24-07-18,
CU-S0033,25-07-18,
CU-S0033,26-07-18,
CU-S0033,27-07-18,
CU-S0033,28-07-18,
CU-S0033,29-07-18,
CU-S0033,30-07-18,
CU-S0033,31-07-18,
CU-S0033,01-08-18,
CU-S0033,02-08-18,
CU-S0033,03-08-18,
CU-S0033,04-08-18,
CU-S0033,05-08-18,
CU-S0033,06-08-18,
CU-S0033,07-08-18,
CU-S0033,08-08-18,
CU-S0033,09-08-18,
CU-S0033,10-08-18,
CU-S0033,11-08-18,
CU-S0033,12-08-18,
CU-S0033,13-08-18,
CU-S0033,14-08-18,
CU-S0033,15-08-18,
CU-S0033,16-08-18,
CU-S0033,17-08-18,
CU-S0033,18-08-18,
CU-S0033,19-08-18,
CU-S0033,20-08-18,
CU-S0033,21-08-18,
CU-S0033,22-08-18,
CU-S0033,23-08-18,
CU-S0033,24-08-18,
CU-S0033,25-08-18,
CU-S0033,26-08-18,
CU-S0033,27-08-18,
CU-S0033,28-08-18,
CU-S0033,29-08-18,
CU-S0033,30-08-18,
CU-S0033,31-08-18,
CU-S0033,01-09-18,
CU-S0033,02-09-18,
CU-S0033,03-09-18,
CU-S0033,04-09-18,
CU-S0033,05-09-18,
CU-S0033,06-09-18,
CU-S0033,07-09-18,
CU-S0033,08-09-18,
CU-S0033,09-09-18,
CU-S0033,10-09-18,
CU-S0033,11-09-18,
CU-S0033,12-09-18,
CU-S0033,13-09-18,
CU-S0033,14-09-18,
CU-S0033,15-09-18,
CU-S0033,16-09-18,
CU-S0033,17-09-18,
CU-S0033,18-09-18,
CU-S0033,19-09-18,
CU-S0033,20-09-18,
CU-S0033,21-09-18,
CU-S0033,22-09-18,
CU-S0033,23-09-18,
CU-S0033,24-09-18,
CU-S0033,25-09-18,
CU-S0033,26-09-18,
CU-S0033,27-09-18,
CU-S0033,28-09-18,
CU-S0033,29-09-18,
CU-S0034,31-01-18,
CU-S0034,01-02-18,
CU-S0034,02-02-18,
CU-S0034,03-02-18,
CU-S0034,04-02-18,
CU-S0034,05-02-18,
CU-S0034,06-02-18,
CU-S0034,07-02-18,
CU-S0034,08-02-18,
CU-S0034,09-02-18,
CU-S0034,10-02-18,
CU-S0034,11-02-18,
CU-S0034,12-02-18,27.60666667
CU-S0034,13-02-18,29.59722222
CU-S0034,14-02-18,35.30714286
CU-S0034,15-02-18,38.85313725
CU-S0034,16-02-18,23.20864119
CU-S0034,17-02-18,26.05
CU-S0034,18-02-18,
CU-S0034,19-02-18,37.67910256
CU-S0034,20-02-18,39.48498258
CU-S0034,21-02-18,36.678125
CU-S0034,22-02-18,31.85236364
CU-S0034,23-02-18,15.69378378
CU-S0034,24-02-18,
CU-S0034,25-02-18,
CU-S0034,26-02-18,
CU-S0034,27-02-18,23.10754717
CU-S0034,28-02-18,30.26026515
CU-S0034,01-03-18,31.24869565
CU-S0034,02-03-18,33.52655172
CU-S0034,03-03-18,30.30694444
CU-S0034,04-03-18,39.04166667
CU-S0034,05-03-18,50.39513889
CU-S0034,06-03-18,47.53278746
CU-S0034,07-03-18,66.16041667
CU-S0034,08-03-18,61.26666667
CU-S0034,09-03-18,12.06476563
CU-S0034,10-03-18,20.99444444
CU-S0034,11-03-18,35.10798611
CU-S0034,12-03-18,51.14573643
CU-S0034,13-03-18,36.198125
CU-S0034,14-03-18,42.65927083
CU-S0034,15-03-18,53.70909408
CU-S0034,16-03-18,58.17779221
CU-S0034,17-03-18,
CU-S0034,18-03-18,
CU-S0034,19-03-18,36.366875
CU-S0034,20-03-18,51.82531746
CU-S0034,21-03-18,50.14357692
CU-S0034,22-03-18,48.51634409
CU-S0034,23-03-18,49.53867159
CU-S0034,24-03-18,55.5734375
CU-S0034,25-03-18,
CU-S0034,26-03-18,47.8206
CU-S0034,27-03-18,43.33083333
CU-S0034,28-03-18,37.78019157
CU-S0034,29-03-18,46.75105263
CU-S0034,30-03-18,50.93305785
CU-S0034,31-03-18,26.68382488
CU-S0034,01-04-18,30.23194444
CU-S0034,02-04-18,27.65027933
CU-S0034,03-04-18,20.07062718
CU-S0034,04-04-18,32.00990991
CU-S0034,05-04-18,20.55692661
CU-S0034,06-04-18,19.28012422
CU-S0034,07-04-18,
CU-S0034,08-04-18,
CU-S0034,09-04-18,13.87604563
CU-S0034,10-04-18,26.53505263
CU-S0034,11-04-18,38.37809524
CU-S0034,12-04-18,
CU-S0034,13-04-18,
CU-S0034,14-04-18,
CU-S0034,15-04-18,
CU-S0034,16-04-18,
CU-S0034,17-04-18,16.294375
CU-S0034,18-04-18,13.83315152
CU-S0034,19-04-18,21.72323232
CU-S0034,20-04-18,24.69645833
CU-S0034,21-04-18,33.5443
CU-S0034,22-04-18,
CU-S0034,23-04-18,49.28503731
CU-S0034,24-04-18,56.62154472
CU-S0034,25-04-18,47.24714286
CU-S0034,26-04-18,20.29855072
CU-S0034,27-04-18,13.47201493
CU-S0034,28-04-18,
CU-S0034,29-04-18,
CU-S0034,30-04-18,5.964402516
CU-S0034,01-05-18,11.94074074
CU-S0034,02-05-18,3.6825
CU-S0034,03-05-18,5.125769231
CU-S0034,04-05-18,5.686242038
CU-S0034,05-05-18,
CU-S0034,06-05-18,
CU-S0034,07-05-18,21.12959839
CU-S0034,08-05-18,25.39207729
CU-S0034,09-05-18,23.26046512
CU-S0034,10-05-18,23.58854749
CU-S0034,11-05-18,16.10968992
CU-S0034,12-05-18,18.71860465
CU-S0034,13-05-18,10.48204082
CU-S0034,14-05-18,12.34310345
CU-S0034,15-05-18,14.48074468
CU-S0034,16-05-18,15.50794702
CU-S0034,17-05-18,4.262962963
CU-S0034,18-05-18,9.187142857
CU-S0034,19-05-18,
CU-S0034,20-05-18,13.01727273
CU-S0034,21-05-18,10.9952381
CU-S0034,22-05-18,9.27141791
CU-S0034,23-05-18,7.640625
CU-S0034,24-05-18,5.448326848
CU-S0034,25-05-18,13.24539906
CU-S0034,26-05-18,5.379873418
CU-S0034,27-05-18,6.266170213
CU-S0034,28-05-18,3.806959707
CU-S0034,29-05-18,3.014456522
CU-S0034,30-05-18,4.535255814
CU-S0034,31-05-18,5.470795455
CU-S0034,01-06-18,5.247416667
CU-S0034,02-06-18,
CU-S0034,03-06-18,
CU-S0034,04-06-18,8.13645
CU-S0034,05-06-18,5.875306122
CU-S0034,06-06-18,5.406266667
CU-S0034,07-06-18,5.71
CU-S0034,08-06-18,
CU-S0034,09-06-18,
CU-S0034,10-06-18,
CU-S0034,11-06-18,
CU-S0034,12-06-18,
CU-S0034,13-06-18,
CU-S0034,14-06-18,
CU-S0034,15-06-18,
CU-S0034,16-06-18,
CU-S0034,17-06-18,
CU-S0034,18-06-18,
CU-S0034,19-06-18,
CU-S0034,20-06-18,
CU-S0034,21-06-18,
CU-S0034,22-06-18,
CU-S0034,23-06-18,
CU-S0034,24-06-18,
CU-S0034,25-06-18,
CU-S0034,26-06-18,
CU-S0034,27-06-18,
CU-S0034,28-06-18,
CU-S0034,29-06-18,
CU-S0034,30-06-18,
CU-S0034,01-07-18,
CU-S0034,02-07-18,
CU-S0034,03-07-18,
CU-S0034,04-07-18,
CU-S0034,05-07-18,
CU-S0034,06-07-18,
CU-S0034,07-07-18,
CU-S0034,08-07-18,
CU-S0034,09-07-18,
CU-S0034,10-07-18,
CU-S0034,11-07-18,
CU-S0034,12-07-18,
CU-S0034,13-07-18,
CU-S0034,14-07-18,
CU-S0034,15-07-18,
CU-S0034,16-07-18,
CU-S0034,17-07-18,
CU-S0034,18-07-18,
CU-S0034,19-07-18,
CU-S0034,20-07-18,
CU-S0034,21-07-18,
CU-S0034,22-07-18,
CU-S0034,23-07-18,
CU-S0034,24-07-18,
CU-S0034,25-07-18,
CU-S0034,26-07-18,
CU-S0034,27-07-18,
CU-S0034,28-07-18,
CU-S0034,29-07-18,
CU-S0034,30-07-18,
CU-S0034,31-07-18,
CU-S0034,01-08-18,
CU-S0034,02-08-18,
CU-S0034,03-08-18,
CU-S0034,04-08-18,
CU-S0034,05-08-18,
CU-S0034,06-08-18,
CU-S0034,07-08-18,
CU-S0034,08-08-18,
CU-S0034,09-08-18,
CU-S0034,10-08-18,
CU-S0034,11-08-18,
CU-S0034,12-08-18,
CU-S0034,13-08-18,
CU-S0034,14-08-18,
CU-S0034,15-08-18,
CU-S0034,16-08-18,
CU-S0034,17-08-18,
CU-S0034,18-08-18,
CU-S0034,19-08-18,
CU-S0034,20-08-18,
CU-S0034,21-08-18,
CU-S0034,22-08-18,
CU-S0034,23-08-18,
CU-S0034,24-08-18,
CU-S0034,25-08-18,
CU-S0034,26-08-18,
CU-S0034,27-08-18,
CU-S0034,28-08-18,
CU-S0034,29-08-18,
CU-S0034,30-08-18,
CU-S0034,31-08-18,
CU-S0034,01-09-18,
CU-S0034,02-09-18,
CU-S0034,03-09-18,
CU-S0034,04-09-18,
CU-S0034,05-09-18,
CU-S0034,06-09-18,
CU-S0034,07-09-18,
CU-S0034,08-09-18,
CU-S0034,09-09-18,
CU-S0034,10-09-18,
CU-S0034,11-09-18,
CU-S0034,12-09-18,
CU-S0034,13-09-18,
CU-S0034,14-09-18,
CU-S0034,15-09-18,
CU-S0034,16-09-18,
CU-S0034,17-09-18,
CU-S0034,18-09-18,
CU-S0034,19-09-18,
CU-S0034,20-09-18,
CU-S0034,21-09-18,
CU-S0034,22-09-18,
CU-S0034,23-09-18,
CU-S0034,24-09-18,
CU-S0034,25-09-18,
CU-S0034,26-09-18,
CU-S0034,27-09-18,
CU-S0034,28-09-18,
CU-S0034,29-09-18,
CU-S0035,31-01-18,
CU-S0035,01-02-18,
CU-S0035,02-02-18,
CU-S0035,03-02-18,
CU-S0035,04-02-18,
CU-S0035,05-02-18,
CU-S0035,06-02-18,
CU-S0035,07-02-18,33.99998999
CU-S0035,08-02-18,
CU-S0035,09-02-18,
CU-S0035,10-02-18,
CU-S0035,11-02-18,
CU-S0035,12-02-18,21.18193833
CU-S0035,13-02-18,30.16849123
CU-S0035,14-02-18,34.04826389
CU-S0035,15-02-18,33.95347222
CU-S0035,16-02-18,25.57038328
CU-S0035,17-02-18,26.43793103
CU-S0035,18-02-18,35.30307692
CU-S0035,19-02-18,37.59817204
CU-S0035,20-02-18,38.17834507
CU-S0035,21-02-18,33.30069686
CU-S0035,22-02-18,17.93263889
CU-S0035,23-02-18,14.23819444
CU-S0035,24-02-18,15.39583333
CU-S0035,25-02-18,20.97881944
CU-S0035,26-02-18,13.12303887
CU-S0035,27-02-18,20.30676056
CU-S0035,28-02-18,27.50625
CU-S0035,01-03-18,27.01944444
CU-S0035,02-03-18,27.43178947
CU-S0035,03-03-18,29.28020833
CU-S0035,04-03-18,34.828125
CU-S0035,05-03-18,53.56607639
CU-S0035,06-03-18,64.57342657
CU-S0035,07-03-18,67.08468085
CU-S0035,08-03-18,42.03807692
CU-S0035,09-03-18,15.69761404
CU-S0035,10-03-18,22.40035336
CU-S0035,11-03-18,39.27429577
CU-S0035,12-03-18,57.49186992
CU-S0035,13-03-18,29.83952586
CU-S0035,14-03-18,48.33589474
CU-S0035,15-03-18,52.06278746
CU-S0035,16-03-18,48.08073684
CU-S0035,17-03-18,44.24641115
CU-S0035,18-03-18,51.86180556
CU-S0035,19-03-18,58.06538462
CU-S0035,20-03-18,69.00665505
CU-S0035,21-03-18,36.26140351
CU-S0035,22-03-18,40.57972028
CU-S0035,23-03-18,58.96049822
CU-S0035,24-03-18,84.05804196
CU-S0035,25-03-18,82.99444444
CU-S0035,26-03-18,50.53733096
CU-S0035,27-03-18,36.17007067
CU-S0035,28-03-18,39.54113074
CU-S0035,29-03-18,47.32114583
CU-S0035,30-03-18,51.8565493
CU-S0035,31-03-18,35.11369863
CU-S0035,01-04-18,
CU-S0035,02-04-18,32.17801642
CU-S0035,03-04-18,33.71176678
CU-S0035,04-04-18,33.78366197
CU-S0035,05-04-18,25.42353261
CU-S0035,06-04-18,25.61382979
CU-S0035,07-04-18,5.144791667
CU-S0035,08-04-18,11.76139373
CU-S0035,09-04-18,25.00761404
CU-S0035,10-04-18,42.23639576
CU-S0035,11-04-18,51.00675824
CU-S0035,12-04-18,62.43341232
CU-S0035,13-04-18,63.36183746
CU-S0035,14-04-18,91.50669231
CU-S0035,15-04-18,43.97155251
CU-S0035,16-04-18,21.30068966
CU-S0035,17-04-18,8.249519651
CU-S0035,18-04-18,13.474
CU-S0035,19-04-18,22.36834507
CU-S0035,20-04-18,27.15848057
CU-S0035,21-04-18,38.75625
CU-S0035,22-04-18,52.54649123
CU-S0035,23-04-18,56.08311189
CU-S0035,24-04-18,62.93314488
CU-S0035,25-04-18,36.16302817
CU-S0035,26-04-18,13.60310105
CU-S0035,27-04-18,13.59722222
CU-S0035,28-04-18,14.57152778
CU-S0035,29-04-18,4.905208333
CU-S0035,30-04-18,2.491197183
CU-S0035,01-05-18,3.91804878
CU-S0035,02-05-18,1.743881119
CU-S0035,03-05-18,2.054006969
CU-S0035,04-05-18,4.053776224
CU-S0035,05-05-18,6.173390558
CU-S0035,06-05-18,
CU-S0035,07-05-18,22.46310502
CU-S0035,08-05-18,25.34320423
CU-S0035,09-05-18,23.3442807
CU-S0035,10-05-18,22.96362676
CU-S0035,11-05-18,13.03964789
CU-S0035,12-05-18,8.641319444
CU-S0035,13-05-18,7.878947368
CU-S0035,14-05-18,16.12009346
CU-S0035,15-05-18,17.04585062
CU-S0035,16-05-18,19.91544554
CU-S0035,17-05-18,3.947966805
CU-S0035,18-05-18,8.722267206
CU-S0035,19-05-18,8.443087719
CU-S0035,20-05-18,10.36502924
CU-S0035,21-05-18,13.2221978
CU-S0035,22-05-18,
CU-S0035,23-05-18,4.607514793
CU-S0035,24-05-18,9.744551282
CU-S0035,25-05-18,7.965874126
CU-S0035,26-05-18,4.641958042
CU-S0035,27-05-18,2.672483221
CU-S0035,28-05-18,2.142672414
CU-S0035,29-05-18,2.340069686
CU-S0035,30-05-18,6.633937282
CU-S0035,31-05-18,3.971324042
CU-S0035,01-06-18,5.630588235
CU-S0035,02-06-18,7.656054591
CU-S0035,03-06-18,9.820557491
CU-S0035,04-06-18,5.811378092
CU-S0035,05-06-18,7.825347222
CU-S0035,06-06-18,5.353533569
CU-S0035,07-06-18,6.421428571
CU-S0035,08-06-18,
CU-S0035,09-06-18,
CU-S0035,10-06-18,
CU-S0035,11-06-18,
CU-S0035,12-06-18,
CU-S0035,13-06-18,
CU-S0035,14-06-18,
CU-S0035,15-06-18,
CU-S0035,16-06-18,
CU-S0035,17-06-18,
CU-S0035,18-06-18,
CU-S0035,19-06-18,
CU-S0035,20-06-18,
CU-S0035,21-06-18,
CU-S0035,22-06-18,
CU-S0035,23-06-18,
CU-S0035,24-06-18,
CU-S0035,25-06-18,
CU-S0035,26-06-18,
CU-S0035,27-06-18,
CU-S0035,28-06-18,
CU-S0035,29-06-18,
CU-S0035,30-06-18,
CU-S0035,01-07-18,
CU-S0035,02-07-18,
CU-S0035,03-07-18,
CU-S0035,04-07-18,
CU-S0035,05-07-18,
CU-S0035,06-07-18,
CU-S0035,07-07-18,
CU-S0035,08-07-18,
CU-S0035,09-07-18,
CU-S0035,10-07-18,
CU-S0035,11-07-18,
CU-S0035,12-07-18,
CU-S0035,13-07-18,
CU-S0035,14-07-18,
CU-S0035,15-07-18,
CU-S0035,16-07-18,
CU-S0035,17-07-18,
CU-S0035,18-07-18,
CU-S0035,19-07-18,
CU-S0035,20-07-18,
CU-S0035,21-07-18,
CU-S0035,22-07-18,
CU-S0035,23-07-18,
CU-S0035,24-07-18,
CU-S0035,25-07-18,
CU-S0035,26-07-18,
CU-S0035,27-07-18,
CU-S0035,28-07-18,
CU-S0035,29-07-18,
CU-S0035,30-07-18,
CU-S0035,31-07-18,
CU-S0035,01-08-18,
CU-S0035,02-08-18,
CU-S0035,03-08-18,
CU-S0035,04-08-18,
CU-S0035,05-08-18,
CU-S0035,06-08-18,
CU-S0035,07-08-18,
CU-S0035,08-08-18,
CU-S0035,09-08-18,
CU-S0035,10-08-18,
CU-S0035,11-08-18,
CU-S0035,12-08-18,
CU-S0035,13-08-18,
CU-S0035,14-08-18,
CU-S0035,15-08-18,
CU-S0035,16-08-18,
CU-S0035,17-08-18,
CU-S0035,18-08-18,
CU-S0035,19-08-18,
CU-S0035,20-08-18,
CU-S0035,21-08-18,
CU-S0035,22-08-18,
CU-S0035,23-08-18,
CU-S0035,24-08-18,
CU-S0035,25-08-18,
CU-S0035,26-08-18,
CU-S0035,27-08-18,
CU-S0035,28-08-18,
CU-S0035,29-08-18,
CU-S0035,30-08-18,
CU-S0035,31-08-18,
CU-S0035,01-09-18,
CU-S0035,02-09-18,
CU-S0035,03-09-18,
CU-S0035,04-09-18,
CU-S0035,05-09-18,
CU-S0035,06-09-18,
CU-S0035,07-09-18,
CU-S0035,08-09-18,
CU-S0035,09-09-18,
CU-S0035,10-09-18,
CU-S0035,11-09-18,
CU-S0035,12-09-18,
CU-S0035,13-09-18,
CU-S0035,14-09-18,
CU-S0035,15-09-18,
CU-S0035,16-09-18,
CU-S0035,17-09-18,
CU-S0035,18-09-18,
CU-S0035,19-09-18,
CU-S0035,20-09-18,
CU-S0035,21-09-18,
CU-S0035,22-09-18,
CU-S0035,23-09-18,
CU-S0035,24-09-18,
CU-S0035,25-09-18,
CU-S0035,26-09-18,
CU-S0035,27-09-18,
CU-S0035,28-09-18,
CU-S0035,29-09-18,
CU-S0036,31-01-18,
CU-S0036,01-02-18,
CU-S0036,02-02-18,
CU-S0036,03-02-18,
CU-S0036,04-02-18,
CU-S0036,05-02-18,
CU-S0036,06-02-18,
CU-S0036,07-02-18,
CU-S0036,08-02-18,
CU-S0036,09-02-18,
CU-S0036,10-02-18,
CU-S0036,11-02-18,
CU-S0036,12-02-18,
CU-S0036,13-02-18,
CU-S0036,14-02-18,0
CU-S0036,15-02-18,
CU-S0036,16-02-18,
CU-S0036,17-02-18,
CU-S0036,18-02-18,
CU-S0036,19-02-18,
CU-S0036,20-02-18,
CU-S0036,21-02-18,45.75704715
CU-S0036,22-02-18,
CU-S0036,23-02-18,
CU-S0036,24-02-18,
CU-S0036,25-02-18,
CU-S0036,26-02-18,
CU-S0036,27-02-18,
CU-S0036,28-02-18,
CU-S0036,01-03-18,0
CU-S0036,02-03-18,34.70350598
CU-S0036,03-03-18,
CU-S0036,04-03-18,
CU-S0036,05-03-18,0
CU-S0036,06-03-18,
CU-S0036,07-03-18,
CU-S0036,08-03-18,
CU-S0036,09-03-18,
CU-S0036,10-03-18,21.92294118
CU-S0036,11-03-18,
CU-S0036,12-03-18,35.86432558
CU-S0036,13-03-18,38.13226519
CU-S0036,14-03-18,
CU-S0036,15-03-18,59.93568807
CU-S0036,16-03-18,
CU-S0036,17-03-18,39.60073733
CU-S0036,18-03-18,
CU-S0036,19-03-18,
CU-S0036,20-03-18,
CU-S0036,21-03-18,
CU-S0036,22-03-18,40.14848485
CU-S0036,23-03-18,
CU-S0036,24-03-18,
CU-S0036,25-03-18,
CU-S0036,26-03-18,48.64752475
CU-S0036,27-03-18,44.76588235
CU-S0036,28-03-18,
CU-S0036,29-03-18,0
CU-S0036,30-03-18,0
CU-S0036,31-03-18,
CU-S0036,01-04-18,
CU-S0036,02-04-18,
CU-S0036,03-04-18,
CU-S0036,04-04-18,37.19264706
CU-S0036,05-04-18,18.59733333
CU-S0036,06-04-18,
CU-S0036,07-04-18,
CU-S0036,08-04-18,
CU-S0036,09-04-18,0
CU-S0036,10-04-18,0
CU-S0036,11-04-18,
CU-S0036,12-04-18,
CU-S0036,13-04-18,
CU-S0036,14-04-18,
CU-S0036,15-04-18,
CU-S0036,16-04-18,
CU-S0036,17-04-18,19.30166667
CU-S0036,18-04-18,
CU-S0036,19-04-18,19.049
CU-S0036,20-04-18,
CU-S0036,21-04-18,35.68699248
CU-S0036,22-04-18,50.65756458
CU-S0036,23-04-18,
CU-S0036,24-04-18,63.95724138
CU-S0036,25-04-18,54.24479167
CU-S0036,26-04-18,23.70384615
CU-S0036,27-04-18,17.86053763
CU-S0036,28-04-18,
CU-S0036,29-04-18,
CU-S0036,30-04-18,
CU-S0036,01-05-18,
CU-S0036,02-05-18,0
CU-S0036,03-05-18,0
CU-S0036,04-05-18,
CU-S0036,05-05-18,
CU-S0036,06-05-18,
CU-S0036,07-05-18,
CU-S0036,08-05-18,
CU-S0036,09-05-18,
CU-S0036,10-05-18,24.12172727
