Series,Time,Value
mqtt_consumer.mean {topic: chula/CU-S0014},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0014},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},5/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},6/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},7/2/2018,45.80625
mqtt_consumer.mean {topic: chula/CU-S0015},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0015},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},5/2/2018,58.96895973
mqtt_consumer.mean {topic: chula/CU-S0017},6/2/2018,59.15387631
mqtt_consumer.mean {topic: chula/CU-S0017},7/2/2018,63.65752033
mqtt_consumer.mean {topic: chula/CU-S0017},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0017},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},5/2/2018,59.26761745
mqtt_consumer.mean {topic: chula/CU-S0018},6/2/2018,59.5423951
mqtt_consumer.mean {topic: chula/CU-S0018},7/2/2018,61.03977273
mqtt_consumer.mean {topic: chula/CU-S0018},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},16/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},17/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},18/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},19/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},20/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},21/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},22/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},23/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},24/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},25/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},26/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},27/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},28/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},29/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},30/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},31/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},1/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},2/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},3/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},4/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},5/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},6/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},7/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},8/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},9/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},10/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},11/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},12/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},13/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},14/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},15/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},16/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},17/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},18/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},19/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0018},20/4/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},31/1/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},1/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},2/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},3/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},4/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},5/2/2018,60.33333333
mqtt_consumer.mean {topic: chula/CU-S0019},6/2/2018,75.4391115
mqtt_consumer.mean {topic: chula/CU-S0019},7/2/2018,74.70206612
mqtt_consumer.mean {topic: chula/CU-S0019},8/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},9/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},10/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},11/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},12/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},13/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},14/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},15/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},16/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},17/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},18/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},19/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},20/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},21/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},22/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},23/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},24/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},25/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},26/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},27/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},28/2/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},1/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},2/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},3/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},4/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},5/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},6/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},7/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},8/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},9/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},10/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},11/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},12/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},13/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},14/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},15/3/2018,null
mqtt_consumer.mean {topic: chula/CU-S0019},16/3/2018,null
